Gene,Score
8570_at,12.6091988
7453_at,12.60679898
3148_at,12.59881197
115201_at,12.58606818
11156_at,12.58503138
203859_at,12.56109906
28505_at,12.54733164
28732_at,12.53414577
1991_at,12.52921772
2210_at,12.51751061
975_at,12.51571061
93058_at,12.50408998
81993_at,12.50157137
59340_at,12.49712697
25893_at,12.4949934
729083_at,12.48987533
91782_at,12.48338521
147686_at,12.47295932
23587_at,12.46312726
131450_at,12.45594593
54681_at,12.45279313
6645_at,12.43314546
83743_at,12.43192049
7423_at,12.42935132
22955_at,12.42843741
28804_at,12.42460393
54915_at,12.42234739
142_at,12.40471851
116115_at,12.40042045
388650_at,12.39813338
718_at,12.38600695
89894_at,12.378693
100616456_at,12.37819715
28728_at,12.37149671
26035_at,12.35847934
28385_at,12.35740019
57184_at,12.35500404
51284_at,12.34873822
1890_at,12.34757918
57658_at,12.34055327
90379_at,12.33907275
10782_at,12.33486784
387707_at,12.329822
26502_at,12.32820534
84174_at,12.3121095
84775_at,12.30960975
254887_at,12.30769006
28741_at,12.30730064
28677_at,12.30457169
117247_at,12.30244949
28623_at,12.28801403
90459_at,12.28555516
63935_at,12.28200502
28751_at,12.27920656
6723_at,12.26289026
126917_at,12.2551278
390927_at,12.24721569
203328_at,12.24610267
6135_at,12.23533511
1024_at,12.2314812
23370_at,12.23033928
400713_at,12.22649089
375484_at,12.21222151
26100_at,12.21215977
7100_at,12.20226511
28592_at,12.18633003
8398_at,12.18337365
539_at,12.18196887
28734_at,12.17407486
2625_at,12.17274475
25934_at,12.16264236
9732_at,12.14961055
399_at,12.14720445
100421246_at,12.14452427
56949_at,12.14406033
64236_at,12.13990985
58488_at,12.1378269
7178_at,12.13534581
5528_at,12.1307184
22866_at,12.11797014
10490_at,12.11244776
5019_at,12.09502365
27185_at,12.07838557
253012_at,12.07660792
155066_at,12.05072811
10632_at,12.04222926
22903_at,12.03717908
28483_at,12.02936831
26338_at,12.01778735
23166_at,12.00401185
83607_at,12.00279736
392437_at,12.00100077
23157_at,11.98624523
677821_at,11.97243228
160518_at,11.97182854
57711_at,11.96751441
4707_at,11.96437743
100505622_at,11.96247396
146330_at,11.96145203
51400_at,11.96099915
53347_at,11.94967659
26119_at,11.94922348
155038_at,11.94137051
28736_at,11.93577995
7476_at,11.91406685
3811_at,11.91279601
23306_at,11.90856465
91050_at,11.90620245
81539_at,11.89759177
6944_at,11.88843558
83416_at,11.86868419
2766_at,11.85956727
8535_at,11.8485128
25932_at,11.84556827
84792_at,11.83472501
660_at,11.82815927
51728_at,11.8156113
148823_at,11.814666
128646_at,11.80669393
100422106_at,11.80536998
2079_at,11.80150935
28698_at,11.79502833
2633_at,11.7925339
6837_at,11.78916113
4351_at,11.77046083
105376569_at,11.75349943
23403_at,11.75167032
285505_at,11.74813309
28772_at,11.74685493
2078_at,11.74421412
1073_at,11.73504021
51304_at,11.72004304
9726_at,11.71059442
84612_at,11.70695556
55229_at,11.70541388
220042_at,11.69915796
246754_at,11.69350463
140564_at,11.68898643
2959_at,11.68628588
55658_at,11.68522192
131540_at,11.68238461
6181_at,11.67712123
83938_at,11.67626483
90121_at,11.66689816
57415_at,11.66385409
9604_at,11.65240929
10855_at,11.65088518
28882_at,11.650213
222236_at,11.64889518
400759_at,11.64746737
7388_at,11.63909988
374403_at,11.6383168
4242_at,11.62843208
26785_at,11.62516123
55653_at,11.62298561
84916_at,11.61180733
23417_at,11.60887171
105376090_at,11.59284472
2826_at,11.58389314
3712_at,11.57173708
79831_at,11.57012324
64852_at,11.56421065
6932_at,11.5619151
256435_at,11.56035768
729313_at,11.54651766
64769_at,11.54535111
100126341_at,11.54256843
107984970_at,11.51813776
55706_at,11.50826781
6973_at,11.50669565
4709_at,11.49370396
3163_at,11.48894572
103910_at,11.47450134
5546_at,11.47292066
644051_at,11.46756169
80212_at,11.46613111
79673_at,11.46461406
100130029_at,11.46004321
116151_at,11.44909415
6209_at,11.43988658
105370676_at,11.43113259
5337_at,11.42535587
11213_at,11.41557922
28638_at,11.41385517
692109_at,11.40394642
106481160_at,11.39962805
3561_at,11.39770186
10671_at,11.39483778
644522_at,11.39374749
28465_at,11.3877175
6844_at,11.3860691
23220_at,11.38290562
105369325_at,11.3797342
92285_at,11.36894547
55027_at,11.36567617
644961_at,11.36476944
79066_at,11.36471363
340152_at,11.36173283
84290_at,11.3600263
116931_at,11.35194089
105372712_at,11.34439406
6374_at,11.32663848
125919_at,11.32543158
444_at,11.32271372
521_at,11.31318908
7850_at,11.30883908
26249_at,11.30663622
3503_at,11.29905678
951_at,11.29833798
64174_at,11.29611899
653441_at,11.29329343
8697_at,11.29272602
102723922_at,11.28493986
5425_at,11.27245684
54850_at,11.2581612
6130_at,11.25126723
105373195_at,11.2512282
28457_at,11.24763859
170622_at,11.2443443
28723_at,11.23705427
374_at,11.22928665
440712_at,11.21922021
100287215_at,11.20963637
594_at,11.20890807
79939_at,11.20862636
27341_at,11.20632848
8555_at,11.20283083
55094_at,11.20023302
692233_at,11.1967394
83666_at,11.19533231
100379661_at,11.17285531
342618_at,11.16233243
10235_at,11.16194441
8396_at,11.15459743
2869_at,11.1526373
4694_at,11.15140309
22822_at,11.14978852
643332_at,11.14633276
79966_at,11.14384846
1622_at,11.13562083
91869_at,11.13343975
10241_at,11.13127299
60674_at,11.12895417
AFFX-r2-Ec-bioD-5_at,11.12834677
8434_at,11.12062998
10289_at,11.1101615
10067_at,11.10455957
79847_at,11.10100042
170591_at,11.09801157
724105_at,11.09302432
3495_at,11.07442525
1326_at,11.06626104
23526_at,11.06245442
10929_at,11.0608937
163702_at,11.06067973
5641_at,11.05521498
7504_at,11.04833288
55802_at,11.04218124
58473_at,11.03834057
160335_at,11.03757029
134266_at,11.03736113
55775_at,11.02918575
647132_at,11.01624769
10982_at,10.98836802
319139_at,10.97473758
1730_at,10.97326187
28715_at,10.97095493
7311_at,10.96513272
3720_at,10.94629948
28707_at,10.94576793
6671_at,10.93736894
9581_at,10.93547823
9266_at,10.93467349
216_at,10.91969604
106480384_at,10.91772668
2395_at,10.91489938
50861_at,10.91215235
51239_at,10.90933362
8402_at,10.90721508
84619_at,10.90302348
100128398_at,10.9006805
5939_at,10.8993869
22806_at,10.89822602
28660_at,10.88860561
5164_at,10.88361672
2681_at,10.88105316
100506672_at,10.87089764
5935_at,10.87041778
391160_at,10.86907589
51495_at,10.86389213
28643_at,10.86333343
22934_at,10.86024669
1124_at,10.85925042
5209_at,10.84632206
55096_at,10.83746741
54581_at,10.83352244
90139_at,10.81420566
79772_at,10.81244205
51104_at,10.808537
6560_at,10.80723686
3586_at,10.80423179
647302_at,10.80022717
132299_at,10.79839509
84798_at,10.79734278
3422_at,10.77584637
9489_at,10.77054106
2647_at,10.76994832
212_at,10.76897124
126282_at,10.75592731
284764_at,10.75058971
1066_at,10.74597851
84720_at,10.7457987
28672_at,10.74409779
1380_at,10.73593439
8623_at,10.73545344
106480542_at,10.72881014
107984396_at,10.72795231
7542_at,10.72787035
100873933_at,10.72654523
3139_at,10.72480589
28391_at,10.71604059
55893_at,10.7154584
924_at,10.70274053
390980_at,10.70250913
6734_at,10.69590194
27257_at,10.69339595
202559_at,10.68822263
2131_at,10.65345508
7037_at,10.64461698
79652_at,10.63107869
1500_at,10.62803101
942_at,10.62646212
51382_at,10.62583695
10489_at,10.62092828
11278_at,10.61958221
57522_at,10.61904018
26127_at,10.617755
83605_at,10.61750985
100506392_at,10.61731742
2180_at,10.61284359
7368_at,10.60307757
222068_at,10.6014671
901_at,10.59362547
50809_at,10.59173191
26207_at,10.59025515
100873746_at,10.58954713
338091_at,10.57666895
28640_at,10.5577735
151306_at,10.54637088
6836_at,10.54623854
441951_at,10.54383166
4283_at,10.54108184
3565_at,10.53906785
1337_at,10.53571258
10447_at,10.53460038
5683_at,10.53369772
728675_at,10.5284164
10223_at,10.5271405
10207_at,10.52319285
8740_at,10.52165324
54876_at,10.51466397
105369593_at,10.51411622
90861_at,10.51312176
3493_at,10.51060606
51267_at,10.5026641
5292_at,10.49396017
57089_at,10.48262933
93380_at,10.47079637
2005_at,10.46769531
79958_at,10.46444337
285989_at,10.46194243
23312_at,10.45957976
9139_at,10.45750983
1435_at,10.45366998
2176_at,10.45238703
79100_at,10.44759923
326605_at,10.44205001
3500_at,10.43063726
432369_at,10.42149199
57553_at,10.41806156
79065_at,10.41623836
123169_at,10.40961632
55852_at,10.40517493
1788_at,10.40342495
26781_at,10.4029771
390535_at,10.39897933
7465_at,10.38857654
105370281_at,10.38503461
28803_at,10.38141206
90410_at,10.37920885
390110_at,10.37342393
2650_at,10.37087167
54819_at,10.36642233
23043_at,10.36568831
2820_at,10.36293761
346157_at,10.36282713
1819_at,10.35593455
285025_at,10.33624039
51313_at,10.334606
55016_at,10.33371522
64925_at,10.32862166
11123_at,10.32757494
91749_at,10.31945191
101060341_at,10.30587346
11022_at,10.30530284
897_at,10.30267655
107985124_at,10.30215216
51181_at,10.29930623
112267855_at,10.29559878
10440_at,10.29074348
4772_at,10.28310854
125170_at,10.27656231
221188_at,10.26829269
9409_at,10.25030344
440434_at,10.24836584
219927_at,10.24615541
100287085_at,10.22587061
107985228_at,10.22586241
4236_at,10.22192613
677773_at,10.21913475
56478_at,10.21702924
4089_at,10.21668157
966_at,10.21592785
648927_at,10.21385741
26205_at,10.20652996
6962_at,10.20627552
83746_at,10.19998192
28754_at,10.19316205
969_at,10.19224456
90673_at,10.18820339
3615_at,10.18395976
644873_at,10.18319307
79971_at,10.18283251
84765_at,10.1821169
5621_at,10.18054011
4605_at,10.17971853
101926893_at,10.17774549
85457_at,10.17770657
84256_at,10.17534224
51639_at,10.17533237
100421515_at,10.17432629
55718_at,10.17015374
285453_at,10.16984643
26802_at,10.16941838
84679_at,10.16761438
50515_at,10.16102251
23635_at,10.1597816
22847_at,10.15555961
83478_at,10.15413679
146691_at,10.1538045
9112_at,10.15043014
80764_at,10.13956721
5518_at,10.13236996
6610_at,10.13234161
8291_at,10.13208629
28738_at,10.13020502
84964_at,10.11705723
6037_at,10.11476927
1950_at,10.11457334
400798_at,10.10220281
55957_at,10.10004884
7535_at,10.08892783
2219_at,10.08868238
23014_at,10.08698599
51599_at,10.08391228
7128_at,10.08196036
107984004_at,10.07837781
9070_at,10.07625377
9446_at,10.07492634
654484_at,10.07490634
245812_at,10.07183106
506_at,10.06466414
63874_at,10.05919759
692073_at,10.0588708
27010_at,10.04701913
1031_at,10.04592671
23607_at,10.03716167
54433_at,10.02807654
4773_at,10.02267276
55784_at,10.02246889
2760_at,10.02037573
4651_at,10.01269438
10294_at,10.01263445
6565_at,10.01053675
28874_at,10.01016841
3417_at,9.999245076
26226_at,9.998162992
10155_at,9.987565279
254531_at,9.978986589
101929935_at,9.969626929
1310_at,9.965698737
11161_at,9.962659461
1374_at,9.958484473
9605_at,9.954160497
389906_at,9.950591945
162972_at,9.949867088
730086_at,9.94875437
4898_at,9.945804689
143458_at,9.944156669
5008_at,9.942154429
529_at,9.931895686
6036_at,9.93030997
387921_at,9.927431321
100420877_at,9.925571296
196410_at,9.92484166
23221_at,9.924709443
6471_at,9.920624131
55272_at,9.919346994
57182_at,9.918188923
64332_at,9.915654966
105370491_at,9.909867928
10252_at,9.907696692
28783_at,9.907268194
100131328_at,9.90107497
5287_at,9.899553302
105372100_at,9.898434864
79096_at,9.897241318
387032_at,9.880637939
11258_at,9.874428143
10691_at,9.869905566
28667_at,9.868086304
11163_at,9.866281343
28705_at,9.858024226
79183_at,9.853313774
5606_at,9.844994249
26765_at,9.843306504
100129917_at,9.842693537
3320_at,9.839933148
338004_at,9.834997361
27343_at,9.831575489
117289_at,9.823821254
203_at,9.823474656
54602_at,9.823357898
100507567_at,9.817203765
102723784_at,9.816433165
25994_at,9.810687969
23001_at,9.810673767
11285_at,9.809197299
59342_at,9.806195148
113419_at,9.803538247
26994_at,9.799173411
105371590_at,9.795236025
2791_at,9.78992592
56945_at,9.782771175
9060_at,9.782406093
100506881_at,9.781617598
2026_at,9.778314485
100500808_at,9.775375749
10927_at,9.772713802
101618237_at,9.768025337
1616_at,9.767842354
9301_at,9.76712963
56994_at,9.76320702
10314_at,9.753428991
146206_at,9.751547064
7710_at,9.747778368
27250_at,9.730409553
57472_at,9.727140769
643036_at,9.720544833
5440_at,9.712775027
64795_at,9.711429929
729683_at,9.710544767
157285_at,9.693989259
100137047_at,9.69124519
677775_at,9.690213344
5150_at,9.689157112
116211_at,9.689011263
338699_at,9.682794851
55290_at,9.682383171
253128_at,9.678331108
130540_at,9.676884278
2208_at,9.672096958
728921_at,9.670071402
79643_at,9.669222748
8660_at,9.66790434
28464_at,9.663005814
28499_at,9.662077083
3931_at,9.660313284
51588_at,9.653229632
51065_at,9.646003095
8445_at,9.639252425
28778_at,9.63651307
6541_at,9.633757443
10225_at,9.632288116
503645_at,9.629207471
7855_at,9.627819622
7597_at,9.627507109
26835_at,9.623587702
7185_at,9.622533891
84911_at,9.621398723
1154_at,9.61066868
56888_at,9.610044227
54505_at,9.609534558
106480442_at,9.605085011
28748_at,9.600754323
28476_at,9.597491822
256051_at,9.577734649
28884_at,9.577219434
51232_at,9.575767149
84433_at,9.575133549
57446_at,9.571879952
8738_at,9.564872148
91574_at,9.561682231
914_at,9.559086411
115352_at,9.55889885
10094_at,9.55811114
6773_at,9.555156802
199_at,9.553411576
100189203_at,9.552735752
81562_at,9.548942248
22889_at,9.540428604
9551_at,9.534596582
23569_at,9.534589963
5500_at,9.531731301
64757_at,9.528188588
643641_at,9.527279743
1432_at,9.525995791
60678_at,9.522929996
27229_at,9.495510425
7745_at,9.485844458
100420317_at,9.480540728
36_at,9.472962306
23368_at,9.472709726
647002_at,9.472532559
8218_at,9.469661246
6141_at,9.46631287
55762_at,9.462590856
3324_at,9.453008572
57479_at,9.448819939
7329_at,9.445830983
952_at,9.439838098
3690_at,9.435830686
9535_at,9.435732277
22927_at,9.434871944
125950_at,9.42902495
7126_at,9.428384673
2230_at,9.424962944
110091775_at,9.421776463
26787_at,9.41510483
11171_at,9.408704143
2651_at,9.401030648
692063_at,9.399727428
94161_at,9.399226112
23373_at,9.397552362
93210_at,9.394978782
221294_at,9.392178537
5608_at,9.388071125
57198_at,9.384231775
100500879_at,9.384035515
94240_at,9.375331902
22933_at,9.363821531
9020_at,9.358227552
79979_at,9.352481208
6843_at,9.349640376
28972_at,9.348801384
100422984_at,9.347283538
6647_at,9.342214262
84034_at,9.338190184
714_at,9.331984112
29914_at,9.32996124
133522_at,9.312705257
26289_at,9.309057145
85414_at,9.30869534
100507392_at,9.307616737
51389_at,9.303718102
677830_at,9.302416549
341056_at,9.299345537
5886_at,9.298386018
26793_at,9.297957863
171546_at,9.29394181
79147_at,9.293713939
7289_at,9.290622493
4952_at,9.289502281
6154_at,9.279513705
100421746_at,9.277282198
63893_at,9.27628159
28737_at,9.274066439
8847_at,9.27269373
152485_at,9.269051131
1649_at,9.266258886
2745_at,9.262426879
336_at,9.259978796
10316_at,9.259773065
10903_at,9.258878575
100130581_at,9.258254988
103752589_at,9.256264817
101929694_at,9.25410082
7251_at,9.253686098
5727_at,9.252962123
8993_at,9.248971556
152992_at,9.244277533
7526_at,9.237373494
84833_at,9.235577395
80741_at,9.235097023
106479665_at,9.23231134
55103_at,9.224865488
400986_at,9.220991185
107985395_at,9.219244227
728661_at,9.218414311
107986749_at,9.214897772
1856_at,9.213780625
5610_at,9.210648086
267020_at,9.209273758
388325_at,9.20903515
489_at,9.205235511
80772_at,9.204732285
309_at,9.19477511
107986233_at,9.193401661
6191_at,9.192628508
128611_at,9.191059002
84072_at,9.190977056
116448_at,9.189219367
60437_at,9.188550345
388552_at,9.186687662
90809_at,9.186372494
105372741_at,9.179174292
28410_at,9.175391642
60468_at,9.168465363
440704_at,9.164757384
28701_at,9.157602501
26048_at,9.155994345
55858_at,9.150109461
57633_at,9.147839599
90338_at,9.146658273
100130231_at,9.14469988
23446_at,9.142321546
26750_at,9.136631948
406962_at,9.127410255
647087_at,9.121919325
23287_at,9.112551836
83931_at,9.106017901
80145_at,9.094119526
11338_at,9.093772283
106481847_at,9.088349768
25829_at,9.075927251
5583_at,9.067068979
55239_at,9.064094742
8887_at,9.057331929
5467_at,9.044101025
5153_at,9.038647889
677834_at,9.037988993
5689_at,9.036605244
23270_at,9.03447292
677826_at,9.032706228
100419673_at,9.031033734
4285_at,9.025852365
729220_at,9.02291481
9943_at,9.007251446
64426_at,9.006937756
9663_at,9.000815702
162989_at,8.999138988
54043_at,8.998941198
105373175_at,8.99320446
6604_at,8.993024047
105378367_at,8.991948482
7627_at,8.991862614
26789_at,8.989675756
28619_at,8.987429979
27102_at,8.982768794
93624_at,8.981985474
51776_at,8.97694984
55001_at,8.955968272
728664_at,8.950399616
128822_at,8.942632137
317648_at,8.936654157
4174_at,8.92955559
105373199_at,8.924228881
64919_at,8.918394115
3543_at,8.909442137
1797_at,8.906612477
283971_at,8.903290951
28693_at,8.897150918
642_at,8.896061179
54875_at,8.892955919
55729_at,8.885426773
79683_at,8.882190017
168741_at,8.881513961
9829_at,8.880934884
257093_at,8.879656046
89801_at,8.87524757
106480465_at,8.868839143
101928422_at,8.865816208
1477_at,8.863523424
4035_at,8.861504719
442239_at,8.861148887
55760_at,8.857182229
28753_at,8.850884066
8569_at,8.848067928
388228_at,8.847921148
6097_at,8.846386381
10161_at,8.84629129
23508_at,8.846172458
4708_at,8.843328646
136051_at,8.840202617
55175_at,8.832562386
58480_at,8.82874701
4835_at,8.815953859
55734_at,8.815878203
29904_at,8.813930255
101926949_at,8.805879444
100431168_at,8.805714863
7884_at,8.800196879
83937_at,8.79909316
968_at,8.795866434
100652865_at,8.795112366
9929_at,8.793780315
51270_at,8.792553069
23150_at,8.791138244
10257_at,8.787067076
100287932_at,8.785793029
9600_at,8.784900895
83667_at,8.782186645
28591_at,8.781801494
284759_at,8.780749074
80325_at,8.779209156
1182_at,8.77590799
120872_at,8.771566672
101928603_at,8.770871054
54762_at,8.767728735
79980_at,8.767441649
23184_at,8.766298823
5536_at,8.764656512
29956_at,8.758940542
55536_at,8.751055019
162427_at,8.749439758
5618_at,8.74941411
8192_at,8.747198938
11083_at,8.744449018
100129482_at,8.741633829
5887_at,8.736939629
728_at,8.736673241
64718_at,8.735773458
100507562_at,8.732106306
104472714_at,8.731784409
10388_at,8.727695986
79690_at,8.726639274
100616279_at,8.726571823
28646_at,8.726025565
25804_at,8.723768112
79134_at,8.722289724
107985971_at,8.720753865
7737_at,8.720632721
83541_at,8.715707266
837_at,8.710462076
80149_at,8.709719497
28744_at,8.705556922
1196_at,8.691717885
100506965_at,8.687732872
282566_at,8.68339183
57480_at,8.682522875
150365_at,8.682344605
3047_at,8.680809061
100420638_at,8.680423065
8717_at,8.675913919
158586_at,8.673572367
101927546_at,8.667767164
84245_at,8.666032065
28685_at,8.664843296
100130102_at,8.662400024
6727_at,8.657607061
2549_at,8.656779947
32_at,8.656638913
10845_at,8.653372
4700_at,8.647510894
388646_at,8.646142504
106481819_at,8.646009521
1511_at,8.640858815
26118_at,8.639502963
6240_at,8.639368636
10450_at,8.637275802
23193_at,8.635346773
26045_at,8.630471272
5936_at,8.629285813
6203_at,8.628506779
54930_at,8.628446188
65251_at,8.62643505
9903_at,8.625416275
146053_at,8.625352555
10093_at,8.623797271
170954_at,8.623198919
646624_at,8.619411296
84674_at,8.618294715
100271584_at,8.617689082
28557_at,8.617604663
11275_at,8.617388206
28714_at,8.616640854
84189_at,8.606614672
85236_at,8.604115788
109617006_at,8.594610134
401233_at,8.591753626
3312_at,8.586834772
692108_at,8.585395212
728963_at,8.585016333
106479662_at,8.584193803
165530_at,8.580237067
145508_at,8.577505562
5074_at,8.576232062
55809_at,8.575505027
2887_at,8.57360705
599_at,8.571821388
23318_at,8.565411875
23179_at,8.559669776
3157_at,8.557673418
729494_at,8.555794052
399744_at,8.548592753
374900_at,8.546580511
283899_at,8.543945915
2799_at,8.543656986
5796_at,8.538916464
54820_at,8.536837241
64376_at,8.535799626
84890_at,8.533695365
118980_at,8.53361277
AFFX-r2-Ec-bioB-5_at,8.532609208
171560_at,8.526293236
55846_at,8.526066934
962_at,8.523966601
28703_at,8.523357252
26806_at,8.521449701
106481389_at,8.519489756
56997_at,8.518443758
147965_at,8.516873839
4799_at,8.513773986
107986114_at,8.510131618
94005_at,8.505272813
515_at,8.504182006
26001_at,8.500185136
101929241_at,8.497430063
55152_at,8.497388836
100533183_at,8.496301419
388566_at,8.496026339
26770_at,8.490381464
101928663_at,8.484196662
171425_at,8.472213685
196513_at,8.471653449
28447_at,8.470112649
23177_at,8.469885993
55361_at,8.466968786
1808_at,8.464054746
28585_at,8.46133305
100885789_at,8.458807644
80003_at,8.453757144
28661_at,8.452204885
90352_at,8.445853867
4088_at,8.442799798
107986346_at,8.439467361
23523_at,8.437232137
1399_at,8.436312319
7566_at,8.435563365
28964_at,8.433880144
100506058_at,8.432879117
106480112_at,8.427736583
28450_at,8.426898831
100421374_at,8.426741192
11047_at,8.423087287
9880_at,8.421177068
54106_at,8.415699266
105369645_at,8.41233482
115207_at,8.410856924
400958_at,8.40955836
384_at,8.399829509
28467_at,8.395895347
29100_at,8.395606663
814_at,8.391744994
100033425_at,8.387754652
105372952_at,8.385117358
25873_at,8.38442555
220213_at,8.383556324
90317_at,8.369535328
654342_at,8.367810919
23094_at,8.365290508
54414_at,8.364951983
26798_at,8.359870575
5730_at,8.357614408
105372482_at,8.357085052
400055_at,8.355602007
729435_at,8.352551567
92241_at,8.350468694
90134_at,8.34858427
3188_at,8.347545665
282997_at,8.346038128
9911_at,8.335869101
151888_at,8.331100505
55262_at,8.330404605
112268446_at,8.326852109
23764_at,8.326770602
647286_at,8.320849145
107987141_at,8.31820846
55217_at,8.314995008
677805_at,8.314751547
730051_at,8.312714542
118426_at,8.30973634
7263_at,8.307560774
84678_at,8.306582678
